id,name,team,war,games_played,plate_appearances,at_bats,runs_scored,hits,doubles,triples,home_runs,total_bases,runs_batted_in,stolen_bases,caught_stealing,walks,hit_by_pitch,sacrifice_hits,strikeouts,double_plays,sacrifice_bunts,sacrifice_flies,batting_average,on_base_percentage,slugging_percentage,on_base_plus_slugging,weighted_on_base_average,weighted_runs_created_plus,war_another_source,win_probability_added
27,서건창,LG,-0.21,31,103,87,14,18,5,2,0,27,12,3,3,10,0,0,11,5,3,3,0.207,0.28,0.31,0.59,0.271,59.4,-0.21,-1.0
28,송찬의,LG,-0.21,18,21,17,2,1,1,0,0,2,1,1,0,4,0,0,6,0,0,0,0.059,0.238,0.118,0.356,0.202,14.3,-0.21,-0.24
29,정주현,LG,-0.39,40,43,38,5,8,0,0,0,8,8,1,4,2,0,0,8,0,1,1,0.211,0.244,0.211,0.454,0.212,18.6,-0.39,-0.31
1,안치홍,롯데,1.36,74,304,261,29,73,9,1,3,93,36,3,0,29,6,2,31,10,5,3,0.28,0.361,0.356,0.718,0.337,104.5,1.36,1.4
2,노진혁,롯데,1.11,57,207,181,25,46,14,0,3,69,26,7,0,19,2,0,48,2,2,3,0.254,0.327,0.381,0.708,0.33,99.7,1.11,1.46
3,박승욱,롯데,0.94,65,168,148,19,41,9,1,0,52,13,9,1,15,1,0,42,4,4,0,0.277,0.348,0.351,0.699,0.328,97.5,0.94,0.49
4,윤동희,롯데,0.87,55,202,187,19,60,4,1,2,72,21,1,4,11,0,0,37,4,1,3,0.321,0.353,0.385,0.738,0.347,111.0,0.87,0.31
5,유강남,롯데,0.72,74,252,219,26,51,8,0,5,74,27,0,1,25,3,0,38,9,2,3,0.233,0.316,0.338,0.654,0.31,87.0,0.72,-0.34
6,전준우,롯데,0.67,72,292,257,36,70,8,2,6,100,34,6,1,26,4,3,33,4,0,5,0.272,0.343,0.389,0.732,0.34,107.4,0.67,0.35
7,안권수,롯데,0.66,39,150,135,20,38,3,1,2,49,16,10,5,12,0,0,20,2,1,2,0.281,0.336,0.363,0.699,0.329,99.0,0.66,0.44
8,고승민,롯데,0.59,69,259,215,32,52,12,2,2,74,22,7,1,35,1,3,55,1,5,3,0.242,0.347,0.344,0.691,0.321,93.4,0.59,0.46
9,김민석,롯데,0.58,70,242,215,34,56,12,0,2,74,24,11,3,15,2,1,56,3,8,2,0.26,0.312,0.344,0.656,0.3,79.0,0.58,-0.83
10,렉스,롯데,0.41,55,234,203,20,50,4,2,4,70,30,0,1,28,1,2,54,3,0,2,0.246,0.338,0.345,0.682,0.324,96.1,0.41,0.59
11,정보근,롯데,0.22,26,31,25,4,7,2,0,0,9,4,1,0,4,0,0,4,0,2,0,0.28,0.379,0.36,0.739,0.335,102.0,0.22,-0.15
12,이학주,롯데,0.14,57,59,54,13,13,1,0,1,17,7,0,0,5,0,0,12,0,0,0,0.241,0.305,0.315,0.62,0.299,78.9,0.14,-0.18
13,김민수,롯데,0.1,19,44,36,4,8,1,1,0,11,2,0,0,7,0,0,14,2,1,0,0.222,0.349,0.306,0.654,0.315,88.5,0.1,-0.33
14,이정훈,롯데,0.06,2,5,5,1,1,0,0,1,4,1,0,0,0,0,0,2,0,0,0,0.2,0.2,0.8,1.0,0.426,177.7,0.06,-0.02
15,국해성,롯데,0.05,5,9,7,0,2,0,0,0,2,1,0,0,2,0,0,2,0,0,0,0.286,0.444,0.286,0.73,0.374,129.1,0.05,-0.13
16,한동희,롯데,0.05,64,246,222,20,50,10,0,4,72,26,1,2,17,1,0,40,12,1,5,0.225,0.278,0.324,0.602,0.283,67.7,0.05,-1.85
17,장두성,롯데,0.05,6,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.363,120.4,0.05,-0.07
21,윤수녕,롯데,-0.02,2,4,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.239,37.2,-0.02,-0.05
22,서동욱,롯데,-0.04,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,-125.7,-0.04,-0.12
23,손성빈,롯데,-0.13,12,18,17,2,2,1,0,0,3,0,0,0,1,0,0,4,1,0,0,0.118,0.167,0.176,0.343,0.168,-11.5,-0.13,-0.09
24,지시완,롯데,-0.14,6,10,8,0,1,0,0,0,1,0,0,0,0,0,0,5,0,2,0,0.125,0.125,0.125,0.25,0.096,-60.6,-0.14,-0.19
25,정훈,롯데,-0.15,28,49,42,7,9,4,0,0,13,5,0,0,5,0,1,10,0,2,0,0.214,0.298,0.31,0.607,0.272,59.4,-0.15,0.69
26,황성빈,롯데,-0.29,43,133,116,15,27,3,1,0,32,6,4,4,10,0,0,22,0,7,0,0.233,0.294,0.276,0.57,0.263,53.3,-0.29,-0.49
27,신윤후,롯데,-0.31,22,20,19,2,1,0,0,0,1,1,0,0,0,1,0,5,0,0,0,0.053,0.1,0.053,0.153,0.086,-66.6,-0.31,-0.09
1,최정,SSG,3.81,73,314,267,64,83,14,0,19,154,58,5,2,32,9,2,45,7,1,5,0.311,0.396,0.577,0.973,0.435,167.4,3.81,2.02
2,에레디아,SSG,2.91,76,324,295,43,100,17,0,10,147,56,7,7,25,3,1,47,8,1,0,0.339,0.396,0.498,0.895,0.414,156.5,2.91,3.1
3,박성한,SSG,2.0,77,316,273,35,73,11,0,5,99,28,2,0,40,0,1,31,4,0,3,0.267,0.358,0.363,0.72,0.344,109.3,2.0,0.98
4,최지훈,SSG,1.45,67,305,279,41,75,13,4,2,102,23,9,0,19,2,0,33,1,4,1,0.269,0.319,0.366,0.685,0.319,95.2,1.45,0.44
5,추신수,SSG,1.15,55,231,185,34,45,6,0,7,72,20,5,2,37,9,0,40,4,0,0,0.243,0.394,0.389,0.783,0.378,130.3,1.15,0.51
6,최주환,SSG,1.15,73,268,244,27,58,15,0,14,115,39,0,0,20,2,2,57,3,1,1,0.238,0.3,0.471,0.771,0.347,108.1,1.15,1.0
7,김민식,SSG,0.87,71,192,161,18,38,7,1,3,56,19,0,0,21,2,1,36,5,7,1,0.236,0.33,0.348,0.678,0.311,87.0,0.87,-0.88
8,김강민,SSG,0.65,27,66,53,12,17,0,0,2,23,3,0,0,11,0,0,16,1,1,1,0.321,0.431,0.434,0.865,0.403,147.6,0.65,0.25
9,하재훈,SSG,0.64,14,43,38,6,13,2,1,2,23,7,1,0,4,1,0,13,0,0,0,0.342,0.419,0.605,1.024,0.464,191.1,0.64,0.05
10,강진성,SSG,0.55,31,82,73,6,21,6,1,1,32,10,0,0,5,3,0,14,2,1,0,0.288,0.358,0.438,0.796,0.369,128.5,0.55,-0.31
11,김성현,SSG,0.42,47,123,108,15,30,8,0,0,38,8,0,0,9,0,0,14,3,6,0,0.278,0.333,0.352,0.685,0.312,89.7,0.42,-0.33
12,안상현,SSG,0.38,31,42,35,6,11,3,0,0,14,2,2,0,5,0,0,8,1,2,0,0.314,0.4,0.4,0.8,0.365,125.9,0.38,-0.03
13,최준우,SSG,0.21,20,45,41,4,13,1,0,0,14,5,0,1,4,0,0,7,0,0,0,0.317,0.378,0.341,0.719,0.35,114.9,0.21,-0.02
14,오태곤,SSG,0.12,75,177,155,16,35,6,1,4,55,18,9,0,11,3,0,47,2,5,3,0.226,0.285,0.355,0.64,0.291,72.6,0.12,-0.53
15,김정민,SSG,0.05,6,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0.958,534.2,0.05,0.0
23,조형우,SSG,-0.08,32,61,54,5,9,1,1,1,15,4,0,0,4,1,0,11,1,2,0,0.167,0.237,0.278,0.515,0.239,38.2,-0.08,-0.16
24,김건웅,SSG,-0.08,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-125.7,-0.08,-0.02
25,김찬형,SSG,-0.08,11,17,16,2,3,0,0,0,3,0,0,0,1,0,0,3,1,0,0,0.188,0.235,0.188,0.423,0.212,19.6,-0.08,-0.12
26,고명준,SSG,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,-125.7,-0.1,-0.05
27,최항,SSG,-0.11,9,14,12,2,2,0,0,1,5,3,0,0,1,0,0,6,0,1,0,0.167,0.231,0.417,0.647,0.273,53.2,-0.11,-0.05
28,최상민,SSG,-0.15,35,38,33,4,8,0,0,0,8,3,1,1,2,0,0,6,0,2,1,0.242,0.278,0.242,0.52,0.24,39.0,-0.15,-0.47
29,전의산,SSG,-0.18,38,112,99,8,19,4,0,3,32,16,0,2,11,2,0,30,1,0,0,0.192,0.286,0.323,0.609,0.293,72.4,-0.18,0.15
30,최경모,SSG,-0.19,21,19,19,5,2,0,0,0,2,1,2,0,0,0,0,5,0,0,0,0.105,0.105,0.105,0.211,0.101,-56.5,-0.19,-0.17
1,강민호,삼성,2.79,70,284,251,35,77,11,0,11,121,42,5,0,26,4,3,38,7,1,2,0.307,0.378,0.482,0.86,0.394,141.1,2.79,0.93
2,구자욱,삼성,1.76,56,238,206,30,62,20,1,3,93,27,5,2,27,1,1,34,1,1,3,0.301,0.38,0.451,0.831,0.384,137.2,1.76,0.7
3,김지찬,삼성,1.65,62,252,211,45,60,3,1,1,68,10,10,1,31,6,0,25,0,4,0,0.284,0.391,0.322,0.713,0.348,112.3,1.65,0.12
4,피렐라,삼성,1.47,79,354,331,39,93,16,1,9,138,50,4,3,19,3,2,43,12,0,1,0.281,0.325,0.417,0.742,0.344,108.3,1.47,0.05
5,김현준,삼성,0.98,45,195,175,21,53,5,1,2,66,12,3,2,12,3,0,40,3,4,1,0.303,0.356,0.377,0.733,0.342,108.5,0.98,0.03
6,이원석,삼성,0.91,19,72,58,6,21,4,0,1,28,10,0,1,14,0,0,8,1,0,0,0.362,0.486,0.483,0.969,0.458,187.6,0.91,0.39
7,김동엽,삼성,0.45,39,124,109,14,29,3,0,5,47,15,1,1,11,2,0,19,5,0,2,0.266,0.339,0.431,0.77,0.357,116.1,0.45,-0.26
8,김재성,삼성,0.43,27,70,57,5,13,3,0,1,19,6,0,0,10,3,1,17,2,0,0,0.228,0.371,0.333,0.705,0.342,108.4,0.43,0.24
9,이재현,삼성,0.42,80,306,273,32,62,11,1,7,96,29,5,1,21,1,0,59,7,10,1,0.227,0.284,0.352,0.635,0.29,71.3,0.42,-0.56
10,김태군,삼성,0.18,49,143,125,7,32,4,1,1,41,18,0,0,10,4,1,11,8,3,1,0.256,0.329,0.328,0.657,0.308,84.8,0.18,-0.75
11,안주형,삼성,0.08,31,44,38,6,10,1,0,0,11,3,0,0,4,0,0,11,2,1,1,0.263,0.326,0.289,0.615,0.293,75.1,0.08,-0.3
12,윤정빈,삼성,0.07,17,26,22,3,5,0,0,1,8,2,1,0,3,1,0,8,1,0,0,0.227,0.346,0.364,0.71,0.342,106.5,0.07,0.18
13,김성윤,삼성,0.06,52,78,69,11,15,0,3,0,21,7,6,1,6,0,0,12,0,1,2,0.217,0.273,0.304,0.577,0.268,58.9,0.06,0.18
14,이해승,삼성,0.03,9,4,4,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.25,0.25,0.5,0.75,0.336,107.5,0.03,-0.02
15,김민수,삼성,0.01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.01,-0.05
23,이상민,삼성,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-125.7,-0.02,-0.0
24,이태훈,삼성,-0.03,11,14,13,1,3,1,0,0,4,0,0,0,1,0,0,7,0,0,0,0.231,0.286,0.308,0.593,0.285,71.7,-0.03,-0.07
25,송준석,삼성,-0.04,7,8,8,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.239,37.8,-0.04,-0.11
26,류지혁,삼성,-0.07,6,26,22,6,4,1,0,0,5,3,1,0,1,1,0,6,0,0,2,0.182,0.231,0.227,0.458,0.219,25.5,-0.07,-0.29
27,이병헌,삼성,-0.08,10,18,17,1,3,0,0,0,3,1,0,0,1,0,0,7,0,0,0,0.176,0.222,0.176,0.399,0.2,11.8,-0.08,-0.28
28,김태훈,삼성,-0.12,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-125.7,-0.12,-0.04
29,김재상,삼성,-0.13,15,19,17,0,2,0,0,0,2,0,0,0,2,0,0,4,0,0,0,0.118,0.211,0.118,0.328,0.177,-4.2,-0.13,-0.25
30,공민규,삼성,-0.14,22,33,31,0,6,1,1,0,9,2,0,0,2,0,0,13,1,0,0,0.194,0.242,0.29,0.533,0.252,48.8,-0.14,-0.02
